timestamp,hobbs_start,hobbs_end,tach_start,tach_end,route,duration,oil_pressure_min,oil_pressure_max,oil_temp_max,cht_max,egt_max,fuel_used_gal,cycles,pilot_notes,tail,flight_index
2025-11-10 10:37:37,5120.7,5121.8,4711.0,4712.0,KPHX-KSDL,1.06,61.0,84.1,185.5,389.3,1416.8,7.83,1,"Pattern work, 6 T&Gs.",N2251K,20
2025-11-11 03:45:53,5121.8,5123.5,4712.1,4713.6,KPHX-KFLG,1.68,59.8,67.5,211.6,387.8,1373.6,13.73,1,,N2251K,21
2025-11-11 16:52:52,5123.5,5124.8,4713.6,4714.8,KPHX-local,1.32,65.0,73.6,193.6,377.3,1416.0,6.13,1,"Smooth flight, all instruments normal.",N2251K,22
2025-11-14 20:51:57,5124.8,5125.9,4714.8,4715.8,KPHX-local,1.13,65.6,67.8,199.0,346.1,1335.1,8.32,1,,N2251K,23
2025-11-22 07:40:38,5125.9,5127.3,4715.8,4717.1,KPHX-local,1.37,66.9,73.4,186.5,341.8,1353.9,6.46,1,,N2251K,24
2025-12-01 14:31:41,5127.3,5128.0,4717.1,4717.8,KPHX-KSDL,0.72,62.9,82.9,205.1,376.2,1418.6,3.26,1,,N2251K,25
2025-12-07 22:25:17,5128.0,5129.6,4717.8,4719.2,KPHX-local,1.56,66.7,81.8,205.0,390.5,1323.2,7.41,1,,N2251K,26
2025-12-14 19:58:31,5129.6,5131.4,4719.2,4720.8,KPHX-local,1.79,66.2,77.2,195.2,390.8,1301.9,15.07,1,,N2251K,27
2025-12-15 03:39:06,5131.4,5132.8,4720.9,4722.1,KPHX-KPRC,1.35,72.8,78.2,202.7,388.4,1261.0,8.51,1,,N2251K,28
2025-12-15 23:07:28,5132.8,5134.2,4722.2,4723.5,KPHX-local,1.38,66.6,75.8,205.9,355.6,1275.5,7.94,1,,N2251K,29
2025-12-19 11:45:21,5134.2,5135.6,4723.5,4724.8,KPHX-local,1.45,64.6,73.7,186.2,378.6,1397.1,9.94,1,,N2251K,30
2025-12-19 13:27:09,5135.6,5137.0,4724.8,4726.1,KPHX-local,1.39,66.0,66.5,176.7,385.0,1330.6,9.12,1,,N2251K,31
2025-12-27 04:02:48,5137.0,5138.8,4726.0,4727.6,KPHX-local,1.77,70.5,78.5,181.3,398.9,1311.1,10.73,1,,N2251K,32
2026-01-06 20:03:04,5138.8,5140.2,4727.7,4729.0,KPHX-KPRC,1.38,66.3,72.1,213.4,376.2,1398.5,8.96,1,,N2251K,33
2026-01-08 11:01:20,5140.2,5140.8,4729.0,4729.6,KPHX-KSDL,0.62,71.0,72.9,183.1,363.1,1254.0,2.81,1,,N2251K,34
2026-01-17 11:34:24,5140.8,5142.5,4729.5,4731.1,KPHX-local,1.69,64.8,82.4,212.3,341.8,1275.5,11.8,1,,N2251K,35
2026-01-28 09:19:27,5142.5,5143.5,4731.1,4732.0,KPHX-local,1.02,61.2,79.9,185.4,360.4,1331.3,8.39,1,,N2251K,36
2026-02-02 05:10:16,5143.5,5145.9,4732.0,4734.2,KPHX-KFLG,2.42,56.3,83.8,201.0,373.8,1358.7,16.0,1,,N2251K,37
2026-02-04 04:06:55,5145.9,5147.0,4734.2,4735.2,KPHX-local,1.1,70.1,71.8,191.2,354.1,1316.1,6.14,1,"Pattern work, 6 T&Gs.",N2251K,38
2026-02-06 11:53:21,5147.0,5149.0,4735.2,4737.0,KPHX-local,2.01,71.8,78.5,198.2,392.5,1334.5,14.09,1,,N2251K,39
2026-02-07 13:03:34,5149.0,5150.2,4737.1,4738.2,KPHX-local,1.25,63.1,71.2,199.1,388.1,1335.6,7.75,1,,N2251K,40
2026-02-09 09:14:29,5150.2,5151.5,4738.2,4739.4,KPHX-local,1.32,70.4,71.7,193.8,354.8,1271.8,10.51,1,,N2251K,41
2026-02-10 22:02:32,5151.5,5152.1,4739.4,4739.9,KPHX-KSDL,0.56,69.0,83.0,184.0,380.6,1376.3,4.45,1,,N2251K,42
2026-02-14 10:23:10,5152.1,5153.7,4739.9,4741.4,KPHX-KPRC,1.64,64.6,84.2,186.6,394.2,1305.3,12.49,1,,N2251K,43
2026-03-01 16:31:02,5153.7,5154.8,4741.4,4742.4,KPHX-local,1.06,71.4,71.5,189.1,364.4,1364.4,7.24,1,,N2251K,44
2026-03-02 11:07:59,5154.8,5156.1,4742.4,4743.6,KPHX-local,1.3,69.0,82.5,210.7,344.8,1387.6,9.57,1,,N2251K,45
2026-03-12 21:32:46,5156.1,5158.4,4743.6,4745.7,KPHX-local,2.3,63.6,79.0,198.6,391.1,1381.6,12.61,1,,N2251K,46
2026-04-05 04:24:24,5158.4,5159.3,4745.7,4746.5,KPHX-KSDL,0.87,65.6,72.0,201.0,341.4,1266.3,4.3,1,,N2251K,47
2026-04-05 18:18:07,5159.3,5160.4,4746.6,4747.6,KPHX-local,1.06,65.3,74.4,203.1,378.9,1330.1,7.01,1,,N2251K,48
2026-04-06 02:18:44,5160.4,5161.9,4747.6,4749.0,KPHX-local,1.53,64.8,65.4,182.3,394.0,1270.5,8.22,1,,N2251K,49
2026-04-06 06:25:15,5161.9,5164.2,4748.9,4751.1,KPHX-local,2.34,69.9,78.5,194.5,379.6,1371.4,18.76,1,,N2251K,50
2026-04-07 09:31:24,5164.2,5165.9,4751.1,4752.7,KPHX-local,1.71,56.3,67.7,202.8,350.1,1405.6,10.35,1,,N2251K,51
2026-04-07 15:06:00,5165.9,5168.4,4752.6,4754.9,KPHX-local,2.47,55.1,71.7,208.2,350.7,1277.2,16.3,1,,N2251K,52
